target,source,manual
/departments/211/services/1214/,/Agencies/child-support-services-department-of/Agency-Services/child-support-payments,FALSE
/departments/211/services/1214/,/service/?item=child-support-payments,FALSE
/departments/211/services/8/,/Agencies/child-support-services-department-of/Agency-Services/enroll-in-child-support,FALSE
/departments/211/services/8/,/service/?item=apply-for-child-support,TRUE
/departments/211/services/8/,/service/?item=enroll-in-child-support,FALSE
/departments/211/services/9/,/Agencies/child-support-services-department-of/Agency-Services/calculate-child-support,FALSE
/departments/211/services/9/,/service/?item=calculate-child-support,FALSE
/departments/212/,/Agencies/developmental-services-department-of,FALSE
/departments/212/,/agency/?item=department-of-developmental-services,FALSE
/departments/212/services/1264/,/Agencies/developmental-services-department-of/Agency-Services/early-intervention-services,FALSE
/departments/212/services/1264/,/service/?item=early-intervention-services,FALSE
/departments/213/,/Agencies/delta-protection-commission,FALSE
/departments/213/,/agency/?item=delta-protection-commission,FALSE
/departments/214/,/Agencies/delta-stewardship-council,FALSE
/departments/214/,/agency/?item=delta-stewardship-council,FALSE
/departments/215/,/Agencies/civil-rights-department,FALSE
/departments/215/,/agency/?item=civil-rights-department,FALSE
/departments/215/services/1192/,/Agencies/civil-rights-department/Agency-Services/report-a-hate-incident,FALSE
/departments/215/services/1192/,/service/?item=report-a-hate-incident,FALSE
/departments/215/services/1201/,/Agencies/civil-rights-department/Agency-Services/sexual-harassment-prevention-training,FALSE
/departments/215/services/1201/,/service/?item=sexual-harassment-prevention-training,FALSE
/departments/215/services/27/,/Agencies/civil-rights-department/Agency-Services/file-discrimination-complaint,FALSE
/departments/215/services/27/,/service/?item=file-discrimination-complaint,FALSE
/departments/216/,/Agencies/general-services-department-of,FALSE
/departments/216/,/agency/?item=department-of-general-services,FALSE
/departments/216/services/1149/,/Agencies/general-services-department-of/Agency-Services/procurement,FALSE
/departments/216/services/1149/,/service/?item=procurement,FALSE
/departments/216/services/1152/,/Agencies/general-services-department-of/Agency-Services/administrative-hearings,FALSE
/departments/216/services/1152/,/service/?item=administrative-hearings,FALSE
/departments/216/services/1155/,/Agencies/general-services-department-of/Agency-Services/design-and-construction-oversight-for-schools,FALSE
/departments/216/services/1155/,/service/?item=design-and-construction-oversight-for-schools,FALSE
/departments/216/services/1156/,/Agencies/general-services-department-of/Agency-Services/funding-for-school-construction,FALSE
/departments/216/services/1156/,/service/?item=funding-for-school-construction,FALSE
/departments/216/services/1157/,/Agencies/general-services-department-of/Agency-Services/fleet-and-asset-management,FALSE
/departments/216/services/1157/,/service/?item=fleet-and-asset-management,FALSE
/departments/216/services/1158/,/Agencies/general-services-department-of/Agency-Services/risk-and-insurance-management,FALSE
/departments/216/services/1158/,/service/?item=risk-and-insurance-management,FALSE
/departments/216/services/1159/,/Agencies/general-services-department-of/Agency-Services/disability-access,FALSE
/departments/216/services/1159/,/service/?item=disability-access,FALSE
/departments/216/services/1162/,/Agencies/general-services-department-of/Agency-Services/business-and-acquisition,FALSE
/departments/216/services/1162/,/service/?item=business-and-acquisition,FALSE
/departments/216/services/1164/,/Agencies/general-services-department-of/Agency-Services/human-resources,FALSE
/departments/216/services/1164/,/service/?item=human-resources,FALSE
/departments/217/,/Agencies/health-care-services-department-of,FALSE
/departments/217/,/agency/?item=department-of-health-care-services,FALSE
/departments/217/services/1120/,/Agencies/health-care-services-department-of/Agency-Services/find-substance-use-disorder-services,FALSE
/departments/217/services/1120/,/service/?item=find-substance-use-disorder-services,FALSE
/departments/217/services/1209/,/Agencies/health-care-services-department-of/Agency-Services/find-a-dentist,FALSE
/departments/217/services/1209/,/service/?item=find-a-dentist,FALSE
/departments/217/services/1235/,/Agencies/health-care-services-department-of/Agency-Services/youth-behavioral-health,FALSE
/departments/217/services/1235/,/service/?item=youth-behavioral-health,FALSE
/departments/217/services/1236/,/Agencies/health-care-services-department-of/Agency-Services/access-care,FALSE
/departments/217/services/1236/,/service/?item=access-care,FALSE
/departments/217/services/1237/,/Agencies/health-care-services-department-of/Agency-Services/medi-cal-benefits,FALSE
/departments/217/services/1237/,/service/?item=medi-cal-benefits,FALSE
/departments/217/services/36/,/Agencies/health-care-services-department-of/Agency-Services/behavioral-health,FALSE
/departments/217/services/36/,/service/?item=behavioral-health,FALSE
/departments/217/services/37/,/Agencies/health-care-services-department-of/Agency-Services/apply-for-medi-cal,FALSE
/departments/217/services/37/,/service/?item=apply-for-medi-cal,FALSE
/departments/219/,/Agencies/managed-health-care-department-of,FALSE
/departments/219/,/agency/?item=department-of-managed-health-care,FALSE
/departments/219/services/1129/,/Agencies/managed-health-care-department-of/Agency-Services/submit-an-imr%2fcomplaint-form,FALSE
/departments/219/services/1129/,/service/?item=submit-an-imr%2fcomplaint-form,FALSE
/departments/22/,/Agencies/chiropractic-examiners-board-of,FALSE
/departments/22/,/agency/?item=board-of-chiropractic-examiners,FALSE
/departments/220/,/Agencies/motor-vehicles-department-of,FALSE
/departments/220/,/agency/?item=department-of-motor-vehicles,FALSE
/departments/220/services/1121/,/Agencies/motor-vehicles-department-of/Agency-Services/learn-more-about-dmv-for-daca,FALSE
/departments/220/services/1121/,/service/?item=learn-more-about-dmv-for-daca,FALSE
/departments/220/services/1194/,/Agencies/motor-vehicles-department-of/Agency-Services/apply-for-a-real-id%2fdl,FALSE
/departments/220/services/1194/,/service/?item=apply-for-a-real-id%2fdl,FALSE
/departments/220/services/1197/,/Agencies/motor-vehicles-department-of/Agency-Services/get-your-vehicle-registration-status,FALSE
/departments/220/services/1197/,/service/?item=get-your-vehicle-registration-status,FALSE
/departments/220/services/1200/,/Agencies/motor-vehicles-department-of/Agency-Services/replacement-driver%e2%80%99s-license-request,FALSE
/departments/220/services/1200/,/service/?item=replacement-driver%e2%80%99s-license-request,FALSE
/departments/220/services/1202/,/Agencies/motor-vehicles-department-of/Agency-Services/dmv-paperless-notices,FALSE
/departments/220/services/1202/,/service/?item=dmv-paperless-notices,FALSE
/departments/220/services/1211/,/Agencies/motor-vehicles-department-of/Agency-Services/report-an-issue-or-complaint,FALSE
/departments/220/services/1211/,/service/?item=report-an-issue-or-complaint,FALSE
/departments/220/services/1215/,/Agencies/motor-vehicles-department-of/Agency-Services/online-appointment-scheduler,FALSE
/departments/220/services/1215/,/service/?item=online-appointment-scheduler,FALSE
/departments/220/services/1217/,/Agencies/motor-vehicles-department-of/Agency-Services/transfer-title,FALSE
/departments/220/services/1217/,/service/?item=transfer-title,FALSE
/departments/220/services/1218/,/Agencies/motor-vehicles-department-of/Agency-Services/request-vehicle-record,FALSE
/departments/220/services/1218/,/service/?item=request-vehicle-record,FALSE
/departments/220/services/1219/,/Agencies/motor-vehicles-department-of/Agency-Services/mobile-driver-license-(dmv-wallet),FALSE
/departments/220/services/1219/,/service/?item=mobile-driver-license-(dmv-wallet),FALSE
/departments/220/services/1220/,/Agencies/motor-vehicles-department-of/Agency-Services/view-driver%27s-handbooks,FALSE
/departments/220/services/1220/,/service/?item=view-driver%27s-handbooks,FALSE
/departments/220/services/1221/,/Agencies/motor-vehicles-department-of/Agency-Services/fee-calculator,FALSE
/departments/220/services/1221/,/service/?item=fee-calculator,FALSE
/departments/220/services/1222/,/Agencies/motor-vehicles-department-of/Agency-Services/new-registration-for-your-vehicle,FALSE
/departments/220/services/1222/,/service/?item=new-registration-for-your-vehicle,FALSE
/departments/220/services/1225/,/Agencies/motor-vehicles-department-of/Agency-Services/find-a-dmv-form,FALSE
/departments/220/services/1225/,/service/?item=find-a-dmv-form,FALSE
/departments/220/services/43/,/Agencies/motor-vehicles-department-of/Agency-Services/release-of-liability,FALSE
/departments/220/services/43/,/service/?item=release-of-liability,FALSE
/departments/220/services/44/,/Agencies/motor-vehicles-department-of/Agency-Services/renew-driver%e2%80%99s-license-or-id-card,FALSE
/departments/220/services/44/,/service/?item=renew-driver-license,TRUE
/departments/220/services/44/,/service/?item=renew-driver%e2%80%99s-license-or-id-card,FALSE
/departments/220/services/45/,/Agencies/motor-vehicles-department-of/Agency-Services/renew-your-vehicle-registration,FALSE
/departments/220/services/45/,/service/?item=renew-your-vehicle-registration,FALSE
/departments/220/services/46/,/Agencies/motor-vehicles-department-of/Agency-Services/find-a-traffic-school,FALSE
/departments/220/services/46/,/service/?item=find-a-traffic-school,FALSE
/departments/220/services/47/,/Agencies/motor-vehicles-department-of/Agency-Services/change-home-address,FALSE
/departments/220/services/47/,/service/?item=change-home-address,FALSE
/departments/220/services/48/,/Agencies/motor-vehicles-department-of/Agency-Services/change-your-name-or-gender,FALSE
/departments/220/services/48/,/service/?item=change-name-on-id-card,TRUE
/departments/220/services/48/,/service/?item=change-your-name-or-gender,FALSE
/departments/221/,/Agencies/conservation-department-of,FALSE
/departments/221/,/agency/?item=department-of-conservation,FALSE
/departments/222/,/Agencies/finance-department-of,FALSE
/departments/222/,/agency/?item=department-of-finance,FALSE
/departments/223/,/Agencies/justice-department-of,FALSE
/departments/223/,/agency/?item=department-of-justice,FALSE
/departments/223/services/1132/,/Agencies/justice-department-of/Agency-Services/search-for-registered-sex-offenders,FALSE
/departments/223/services/1132/,/service/?item=search-for-registered-sex-offenders,FALSE
/departments/223/services/40/,/Agencies/justice-department-of/Agency-Services/look-up-crime-statistics,FALSE
/departments/223/services/40/,/service/?item=look-up-crime-statistics,FALSE
/departments/224/,/Agencies/rehabilitation-department-of,FALSE
/departments/224/,/agency/?item=department-of-rehabilitation,FALSE
/departments/224/services/1238/,/Agencies/rehabilitation-department-of/Agency-Services/employment%2c-education-and-training-services,FALSE
/departments/224/services/1238/,/service/?item=employment%2c-education-and-training-services,FALSE
/departments/224/services/1243/,/Agencies/rehabilitation-department-of/Agency-Services/student-services,FALSE
/departments/224/services/1243/,/service/?item=student-services,FALSE
/departments/224/services/1244/,/Agencies/rehabilitation-department-of/Agency-Services/community-living-services,FALSE
/departments/224/services/1244/,/service/?item=community-living-services,FALSE
/departments/224/services/1245/,/Agencies/rehabilitation-department-of/Agency-Services/blind-field-services,FALSE
/departments/224/services/1245/,/service/?item=blind-field-services,FALSE
/departments/225/,/Agencies/transportation-department-of,FALSE
/departments/225/,/agency/?item=department-of-transportation,FALSE
/departments/226/,/Agencies/state-hospitals-department-of,FALSE
/departments/226/,/agency/?item=department-of-state-hospitals,FALSE
/departments/227/,/Agencies/toxic-substances-control-department-of,FALSE
/departments/227/,/agency/?item=department-of-toxic-substances-control,FALSE
/departments/227/services/1205/,/Agencies/toxic-substances-control-department-of/Agency-Services/hazardous-waste-tracking-system,FALSE
/departments/227/services/1205/,/service/?item=hazardous-waste-tracking-system,FALSE
/departments/227/services/1250/,/Agencies/toxic-substances-control-department-of/Agency-Services/evq---electronic-verification-questionnaire,FALSE
/departments/227/services/1250/,/service/?item=evq---electronic-verification-questionnaire,FALSE
/departments/227/services/1251/,/Agencies/toxic-substances-control-department-of/Agency-Services/regulatory-assistance-office,FALSE
/departments/227/services/1251/,/service/?item=regulatory-assistance-office,FALSE
/departments/228/,/Agencies/water-resources-department-of,FALSE
/departments/228/,/agency/?item=department-of-water-resources,FALSE
/departments/228/services/1253/,/Agencies/water-resources-department-of/Agency-Services/california-water-watch,FALSE
/departments/228/services/1253/,/service/?item=california-water-watch,FALSE
/departments/228/services/1263/,/Agencies/water-resources-department-of/Agency-Services/save-our-water,FALSE
/departments/228/services/1263/,/service/?item=save-our-water,FALSE
/departments/229/,/Agencies/employment-development-department,FALSE
/departments/229/,/agency/?item=employment-development-department,FALSE
/departments/229/services/1186/,/Agencies/employment-development-department/Agency-Services/edd-payroll-taxes,FALSE
/departments/229/services/1186/,/service/?item=edd-payroll-taxes,FALSE
/departments/229/services/1193/,/Agencies/employment-development-department/Agency-Services/enroll-in-employer-services,FALSE
/departments/229/services/1193/,/service/?item=enroll-in-employer-services,FALSE
/departments/229/services/1196/,/Agencies/employment-development-department/Agency-Services/get-your-ui-claim-status,FALSE
/departments/229/services/1196/,/service/?item=get-your-ui-claim-status,FALSE
/departments/229/services/1216/,/Agencies/employment-development-department/Agency-Services/find-a-field-office,FALSE
/departments/229/services/1216/,/service/?item=find-a-field-office,FALSE
/departments/229/services/1226/,/Agencies/employment-development-department/Agency-Services/calculate-your-unemployment-insurance,FALSE
/departments/229/services/1226/,/service/?item=calculate-your-unemployment-insurance,FALSE
/departments/229/services/1228/,/Agencies/employment-development-department/Agency-Services/certify-for-unemployment,FALSE
/departments/229/services/1228/,/service/?item=certify-for-unemployment,FALSE
/departments/229/services/18/,/Agencies/employment-development-department/Agency-Services/file-for-disability,FALSE
/departments/229/services/18/,/service/?item=file-for-disability,FALSE
/departments/229/services/19/,/Agencies/employment-development-department/Agency-Services/file-for-paid-family-leave,FALSE
/departments/229/services/19/,/service/?item=file-for-paid-family-leave,FALSE
/departments/229/services/20/,/Agencies/employment-development-department/Agency-Services/file-for-unemployment,FALSE
/departments/229/services/20/,/service/?item=file-for-unemployment,FALSE
/departments/229/services/21/,/Agencies/employment-development-department/Agency-Services/manage-your-unemployment-insurance-claim,FALSE
/departments/229/services/21/,/service/?item=manage-your-unemployment-insurance-claim,FALSE
/departments/229/services/22/,/Agencies/employment-development-department/Agency-Services/find-a-job,FALSE
/departments/229/services/22/,/service/?item=find-a-job,FALSE
/departments/229/services/23/,/Agencies/employment-development-department/Agency-Services/honor-a-hero%2c-hire-a-vet,FALSE
/departments/229/services/23/,/service/?item=honor-a-hero%2c-hire-a-vet,FALSE
/departments/23/,/Agencies/court-reporters-board-of-california,FALSE
/departments/23/,/agency/?item=court-reporters-board-of-california,FALSE
/departments/230/,/Agencies/emergency-medical-services-authority,FALSE
/departments/230/,/agency/?item=emergency-medical-services-authority,FALSE
/departments/231/,/Agencies/energy-commission-california,FALSE
/departments/231/,/agency/?item=california-energy-commission,FALSE
/departments/232/,/Agencies/employment-training-panel,FALSE
/departments/232/,/agency/?item=employment-training-panel,FALSE
/departments/233/,/Agencies/fish-and-game-commission,FALSE
/departments/233/,/agency/?item=fish-and-game-commission,FALSE
/departments/234/,/Agencies/first-5-california,FALSE
/departments/234/,/agency/?item=first-5-california,FALSE
/departments/235/,/Agencies/fair-political-practices-commission,FALSE
/departments/235/,/agency/?item=fair-political-practices-commission,FALSE
/departments/236/,/Agencies/franchise-tax-board,FALSE
/departments/236/,/agency/?item=franchise-tax-board,FALSE
/departments/236/services/1166/,/Agencies/franchise-tax-board/Agency-Services/make-a-payment,FALSE
/departments/236/services/1166/,/service/?item=make-a-payment,FALSE
/departments/236/services/1167/,/Agencies/franchise-tax-board/Agency-Services/caleitc-is-bigger-and-better,FALSE
/departments/236/services/1167/,/service/?item=caleitc-is-bigger-and-better,FALSE
/departments/236/services/1168/,/Agencies/franchise-tax-board/Agency-Services/calfile---file-return-for-free,FALSE
/departments/236/services/1168/,/service/?item=calfile---file-return-for-free,FALSE
/departments/236/services/1181/,/Agencies/franchise-tax-board/Agency-Services/volunteer-income-tax-assistance-(vita),FALSE
/departments/236/services/1181/,/service/?item=volunteer-income-tax-assistance-(vita),FALSE
/departments/236/services/1204/,/Agencies/franchise-tax-board/Agency-Services/create-a-myftb-account,FALSE
/departments/236/services/1204/,/service/?item=create-a-myftb-account,FALSE
/departments/236/services/1212/,/Agencies/franchise-tax-board/Agency-Services/view-forms-and-publications,FALSE
/departments/236/services/1212/,/service/?item=view-forms-and-publications,FALSE
/departments/236/services/1227/,/Agencies/franchise-tax-board/Agency-Services/file-state-taxes,FALSE
/departments/236/services/1227/,/service/?item=file-state-taxes,FALSE
/departments/236/services/33/,/Agencies/franchise-tax-board/Agency-Services/check-your-refund-status,FALSE
/departments/236/services/33/,/service/?item=check-your-refund-status,FALSE
/departments/237/,/Agencies/business-and-economic-development-governor%27s-office-of,FALSE
/departments/237/,/agency/?item=governor%25E2%2580%2599s-office-of-business-and-economic-development,TRUE
/departments/237/,/agency/?item=governor%27s-office-of-business-and-economic-development,FALSE
/departments/237/,/agency/?item=governor%e2%80%99s-office-of-business-and-economic-development,TRUE
/departments/237/,/service/?item=get-a-custom-business-report,TRUE
/departments/237/services/1126/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/business-incentives,FALSE
/departments/237/services/1126/,/service/?item=business-incentives,FALSE
/departments/237/services/1127/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/get-permit-assistance,FALSE
/departments/237/services/1127/,/service/?item=get-permit-assistance,FALSE
/departments/237/services/1128/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/community-%26-place-based-data-tool,FALSE
/departments/237/services/1128/,/service/?item=community-%26-place-based-data-tool,FALSE
/departments/237/services/1184/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/small-business-assistance-centers,FALSE
/departments/237/services/1184/,/service/?item=small-business-assistance-centers,FALSE
/departments/237/services/77/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/find-business-resources,FALSE
/departments/237/services/77/,/service/?item=find-business-resources,FALSE
/departments/238/,/Agencies/governor-office-of-the,FALSE
/departments/238/,/agency/?item=office-of-the-governor,FALSE
/departments/238/services/1115/,/Agencies/governor-office-of-the/Agency-Services/get-updates-on-daca,FALSE
/departments/238/services/1115/,/service/?item=get-updates-on-daca,FALSE
/departments/238/services/1122/,/Agencies/governor-office-of-the/Agency-Services/get-disaster-relief-assistance,FALSE
/departments/238/services/1122/,/service/?item=get-disaster-relief-assistance,FALSE
/departments/239/,/Agencies/government-operations-agency,FALSE
/departments/239/,/agency/?item=government-operations-agency,FALSE
/departments/239/services/1148/,/Agencies/government-operations-agency/Agency-Services/california-census-2020,FALSE
/departments/239/services/1148/,/service/?item=california-census-2020,FALSE
/departments/239/services/1173/,/Agencies/government-operations-agency/Agency-Services/get-covid-19-information-and-help,FALSE
/departments/239/services/1173/,/service/?item=get-covid-19-information-and-help,FALSE
/departments/24/,/Agencies/dental-board-of-california,FALSE
/departments/24/,/agency/?item=dental-board-of-california,FALSE
/departments/240/,/Agencies/health-benefit-exchange-california,FALSE
/departments/240/,/agency/?item=california-health-benefit-exchange,FALSE
/departments/240/services/74/,/Agencies/health-benefit-exchange-california/Agency-Services/apply-for-medical-insurance,FALSE
/departments/240/services/74/,/service/?item=apply-for-medical-insurance,FALSE
/departments/241/,/Agencies/housing-and-community-development-department-of,FALSE
/departments/241/,/agency/?item=department-of-housing-and-community-development,FALSE
/departments/242/,/Agencies/infrastructure-and-economic-development-bank-(i-bank),FALSE
/departments/242/,/agency/?item=infrastructure-and-economic-development-bank-(i-bank),FALSE
/departments/243/,/Agencies/legislative-analyst%27s-office,FALSE
/departments/243/,/agency/?item=legislative-analyst%2527s-office,TRUE
/departments/243/,/agency/?item=legislative-analyst%27s-office,FALSE
/departments/244/,/Agencies/legislature-california-state,FALSE
/departments/244/,/agency/?item=california-state-legislature,FALSE
/departments/244/services/41/,/Agencies/legislature-california-state/Agency-Services/look-up-a-bill-or-law,FALSE
/departments/244/services/41/,/service/?item=look-up-a-bill-or-law,FALSE
/departments/245/,/Agencies/little-hoover-commission,FALSE
/departments/245/,/agency/?item=little-hoover-commission,FALSE
/departments/246/,/Agencies/lieutenant-governor-office-of,FALSE
/departments/246/,/agency/?item=office-of-lieutenant-governor,FALSE
/departments/247/,/Agencies/labor-and-workforce-development-agency,FALSE
/departments/247/,/agency/?item=labor-and-workforce-development-agency,FALSE
/departments/247/services/1117/,/Agencies/labor-and-workforce-development-agency/Agency-Services/get-daca-info-about-worker%27s-rights,FALSE
/departments/247/services/1117/,/service/?item=get-daca-info-about-worker%27s-rights,FALSE
/departments/248/,/Agencies/mental-health-services-oversight-and-accountability-commission,FALSE
/departments/248/,/agency/?item=mental-health-services-oversight-and-accountability-commission,FALSE
/departments/249/,/Agencies/native-american-heritage-commission,FALSE
/departments/249/,/agency/?item=native-american-heritage-commission,FALSE
/departments/25/,/Agencies/dental-hygiene-board-of-california,FALSE
/departments/25/,/agency/?item=dental-hygiene-board-of-california,FALSE
/departments/250/,/Agencies/administrative-law-office-of,FALSE
/departments/250/,/agency/?item=office-of-administrative-law,FALSE
/departments/251/,/Agencies/environmental-health-hazard-assessment-office-of,FALSE
/departments/251/,/agency/?item=office-of-environmental-health-hazard-assessment,FALSE
/departments/251/services/1142/,/Agencies/environmental-health-hazard-assessment-office-of/Agency-Services/find-harmful-chemical-warnings,FALSE
/departments/251/services/1142/,/service/?item=find-harmful-chemical-warnings,FALSE
/departments/251/services/1266/,/Agencies/environmental-health-hazard-assessment-office-of/Agency-Services/health-effects-of-pesticides,FALSE
/departments/251/services/1266/,/service/?item=health-effects-of-pesticides,FALSE
/departments/251/services/1267/,/Agencies/environmental-health-hazard-assessment-office-of/Agency-Services/public-health-goals,FALSE
/departments/251/services/1267/,/service/?item=public-health-goals,FALSE
/departments/251/services/1268/,/Agencies/environmental-health-hazard-assessment-office-of/Agency-Services/indicators-of-climate-change-in-california,FALSE
/departments/251/services/1268/,/service/?item=indicators-of-climate-change-in-california,FALSE
/departments/251/services/1270/,/Agencies/environmental-health-hazard-assessment-office-of/Agency-Services/children%27s-environmental-health-guidance,FALSE
/departments/251/services/1270/,/service/?item=children%27s-environmental-health-guidance,FALSE
/departments/251/services/1287/,/Agencies/environmental-health-hazard-assessment-office-of/Agency-Services/calheatscore,FALSE
/departments/251/services/1287/,/service/?item=calheatscore,FALSE
/departments/252/,/Agencies/inspector-general-office-of-the,FALSE
/departments/252/,/agency/?item=office-of-the-inspector-general,FALSE
/departments/253/,/Agencies/patient-advocate-office-of-the,FALSE
/departments/253/,/agency/?item=office-of-the-patient-advocate,FALSE
/departments/254/,/Agencies/ocean-protection-council,FALSE
/departments/254/,/agency/?item=ocean-protection-council,FALSE
/departments/255/,/Agencies/planning-and-research-governor%27s-office-of,FALSE
/departments/255/,/agency/?item=governor%27s-office-of-planning-and-research,FALSE
/departments/256/,/Agencies/health-care-access-and-information-department-of,FALSE
/departments/256/,/agency/?item=department-of-health-care-access-and-information,FALSE
/departments/256/services/1137/,/Agencies/health-care-access-and-information-department-of/Agency-Services/start-a-building-safety-project,FALSE
/departments/256/services/1137/,/service/?item=start-a-building-safety-project,FALSE
/departments/256/services/1138/,/Agencies/health-care-access-and-information-department-of/Agency-Services/apply-for-loan-repayments%2c-scholarships%2c-grants,FALSE
/departments/256/services/1138/,/service/?item=apply-for-loan-repayments%2c-scholarships%2c-grants,FALSE
/departments/256/services/1139/,/Agencies/health-care-access-and-information-department-of/Agency-Services/get-workforce-capacity-education-and-training,FALSE
/departments/256/services/1139/,/service/?item=get-workforce-capacity-education-and-training,FALSE
/departments/256/services/1140/,/Agencies/health-care-access-and-information-department-of/Agency-Services/find-healthcare-data-and-reports,FALSE
/departments/256/services/1140/,/service/?item=find-healthcare-data-and-reports,FALSE
/departments/256/services/1260/,/Agencies/health-care-access-and-information-department-of/Agency-Services/file-a-hospital-bill-complaint,FALSE
/departments/256/services/1260/,/service/?item=file-a-hospital-bill-complaint,FALSE
/departments/256/services/1261/,/Agencies/health-care-access-and-information-department-of/Agency-Services/apply-for-a-seismic-safety-grant,FALSE
/departments/256/services/1261/,/service/?item=apply-for-a-seismic-safety-grant,FALSE
/departments/257/,/Agencies/systems-integration-office-of,FALSE
/departments/257/,/agency/?item=office-of-systems-integration,FALSE
/departments/258/,/Agencies/traffic-safety-office-of,FALSE
/departments/258/,/agency/?item=office-of-traffic-safety,FALSE
/departments/259/,/Agencies/parks-and-recreation-department-of,FALSE
/departments/259/,/agency/?item=department-of-parks-and-recreation,FALSE
/departments/259/services/49/,/Agencies/parks-and-recreation-department-of/Agency-Services/find-a-state-park,FALSE
/departments/259/services/49/,/service/?item=find-a-state-park,FALSE
/departments/259/services/50/,/Agencies/parks-and-recreation-department-of/Agency-Services/make-a-camping-reservation,FALSE
/departments/259/services/50/,/service/?item=make-a-camping-reservation,FALSE
/departments/26/,/Agencies/household-goods-and-services-bureau-of,FALSE
/departments/26/,/agency/?item=bureau-of-household-goods-and-services,FALSE
/departments/260/,/Agencies/public-employment-relations-board-california,FALSE
/departments/260/,/agency/?item=california-public-employment-relations-board,FALSE
/departments/262/,/Agencies/peace-officer-standards-and-training-commission-on,FALSE
/departments/262/,/agency/?item=commission-on-peace-officer-standards-and-training,FALSE
/departments/263/,/Agencies/natural-resources-agency-california,FALSE
/departments/263/,/agency/?item=california-natural-resources-agency,FALSE
/departments/263/,/agency/?item=natural-resources-agency,TRUE
/departments/264/,/Agencies/san-gabriel-and-lower-los-angeles-rivers-and-mountains-conservancy,FALSE
/departments/264/,/agency/?item=san-gabriel-and-lower-los-angeles-rivers-and-mountains-conservancy,FALSE
/departments/265/,/Agencies/coastal-conservancy-state,FALSE
/departments/265/,/agency/?item=state-coastal-conservancy,FALSE
/departments/265/services/1234/,/Agencies/coastal-conservancy-state/Agency-Services/coastal-enhancement,FALSE
/departments/265/services/1234/,/service/?item=coastal-enhancement,FALSE
/departments/266/,/Agencies/developmental-disabilities-state-council-on,FALSE
/departments/266/,/agency/?item=state-council-on-developmental-disabilities,FALSE
/departments/267/,/Agencies/compensation-insurance-fund-state,FALSE
/departments/267/,/agency/?item=state-compensation-insurance-fund,FALSE
/departments/268/,/Agencies/controller%27s-office-state,FALSE
/departments/268/,/agency/?item=state-controller%27s-office,FALSE
/departments/268/services/1147/,/Agencies/controller%27s-office-state/Agency-Services/unclaimed-property-reporting-resources,FALSE
/departments/268/services/1147/,/service/?item=unclaimed-property-reporting-resources,FALSE
/departments/268/services/13/,/Agencies/controller%27s-office-state/Agency-Services/search-for-unclaimed-property,FALSE
/departments/268/services/13/,/service/?item=search-for-unclaimed-property,FALSE
/departments/269/,/Agencies/san-diego-river-conservancy,FALSE
/departments/269/,/agency/?item=san-diego-river-conservancy,FALSE
/departments/269/services/1230/,/Agencies/san-diego-river-conservancy/Agency-Services/apply-to-the-directed-grant-program,FALSE
/departments/269/services/1230/,/service/?item=apply-to-the-directed-grant-program,FALSE
/departments/270/,/Agencies/senate-california-state,FALSE
/departments/270/,/agency/?item=california-state-senate,FALSE
/departments/271/,/Agencies/san-joaquin-river-conservancy,FALSE
/departments/271/,/agency/?item=san-joaquin-river-conservancy,FALSE
/departments/272/,/Agencies/lands-commission-california-state,FALSE
/departments/272/,/agency/?item=california-state-lands-commission,FALSE
/departments/273/,/Agencies/santa-monica-mountains-conservancy,FALSE
/departments/273/,/agency/?item=santa-monica-mountains-conservancy,FALSE
/departments/274/,/Agencies/sierra-nevada-conservancy,FALSE
/departments/274/,/agency/?item=sierra-nevada-conservancy,FALSE
/departments/275/,/Agencies/secretary-of-state,FALSE
/departments/275/,/agency/?item=secretary-of-state,FALSE
/departments/275/services/55/,/Agencies/secretary-of-state/Agency-Services/form-a-business,FALSE
/departments/275/services/55/,/service/?item=apply-for-business-license,TRUE
/departments/275/services/55/,/service/?item=form-a-business,FALSE
/departments/275/services/56/,/Agencies/secretary-of-state/Agency-Services/get-copies-of-business-entity-documents,FALSE
/departments/275/services/56/,/service/?item=get-copies-of-business-entity-documents,FALSE
/departments/275/services/57/,/Agencies/secretary-of-state/Agency-Services/register-to-vote,FALSE
/departments/275/services/57/,/service/?item=register-to-vote,FALSE
/departments/275/services/58/,/Agencies/secretary-of-state/Agency-Services/look-up-my-representatives,FALSE
/departments/275/services/58/,/service/?item=look-up-my-representatives,FALSE
/departments/277/,/Agencies/personnel-board-state,FALSE
/departments/277/,/agency/?item=state-personnel-board,FALSE
/departments/278/,/Agencies/seismic-safety-commission,FALSE
/departments/278/,/agency/?item=seismic-safety-commission,FALSE
/departments/279/,/Agencies/treasurer%27s-office-state,FALSE
/departments/279/,/agency/?item=state-treasurer%27s-office,FALSE
/departments/28/,/Agencies/landscape-architects-technical-committee,FALSE
/departments/28/,/agency/?item=landscape-architects-technical-committee,FALSE
/departments/280/,/Agencies/state-water-resources-control-board,FALSE
/departments/280/,/agency/?item=state-water-resources-control-board,FALSE
